Energy(MeV)
9.58
7.49
9.17
1.28
9.87
6.11
9.49
5.14
8.99
9.36
9.73
6.89
8.64
6.0
3.31
8.64
5.02
6.65
1.95
10.28
3.6
3.49
8.67
2.33
1.82
7.55
5.11
5.49
10.25
10.25
10.68
7.38
2.52
9.29
9.89
7.57
8.54
2.98
2.78
5.91
5.87
9.4
10.73
7.52
5.12
5.74
7.27
8.59
5.93
3.73
3.35
10.39
1.1
8.8
10.24
8.34
8.8
5.42
3.2
7.86
10.11
10.58
9.19
9.82
5.56
3.82
3.82
11.29
10.35
10.3
5.25
5.47
6.98
7.1
3.15
9.45
9.14
7.97
5.69
8.43
9.53
10.69
10.15
6.59
7.79
10.47
8.48
8.4
2.47
8.56
1.99
6.3
8.34
8.78
6.88
2.1
6.97
5.95
5.38
8.3
2.05
7.98
4.21
9.77
8.68
10.71
9.88
4.9
0.15
7.65
8.26
3.96
9.86
10.33
9.62
8.8
1.97
8.42
7.55
6.98
10.47
3.26
10.77
2.71
3.72
8.45
9.26
4.98
9.83
3.54
3.27
10.81
5.99
9.54
3.96
7.54
9.8
3.78
1.87
2.37
5.84
9.08
4.51
7.2
7.31
9.56
2.91
6.44
5.03
6.51
8.51
6.04
5.63
8.59
8.24
3.44
8.63
6.17
7.09
9.08
9.99
6.24
7.38
9.01
5.01
3.66
6.08
3.73
10.35
9.53
6.73
6.12
7.93
2.76
9.53
4.23
7.28
6.78
5.84
8.89
5.55
3.63
11.26
10.65
5.89
4.59
7.77
10.27
10.99
9.19
4.24
8.53
10.7
6.27
2.62
1.41
2.7
5.59
8.22
6.53
10.03
9.66
5.81
1.93
3.59
9.06
4.54
9.25
2.13
6.78
7.68
9.92
7.64
8.25
6.06
4.54
9.73
9.63
7.89
7.46
4.52
5.38
6.12
4.73
0.12
8.62
6.53
5.61
8.9
9.02
5.33
7.65
11.07
4.72
9.81
2.23
9.17
10.14
10.28
7.64
8.3
5.65
1.69
9.27
4.32
0.98
3.79
8.23
10.02
2.31
4.63
3.94
6.04
8.18
10.37
8.79
8.36
10.97
5.74
11.11
3.38
5.57
2.9
4.16
6.18
7.3
10.32
3.26
9.42
7.73
4.01
3.68
1.09
9.23
2.89
8.98
5.94
5.92
10.11
8.35
7.68
8.74
10.56
9.4
9.08
7.87
4.89
1.43
9.67
10.65
3.31
6.45
9.83
9.61
7.44
4.79
5.94
7.65
5.87
3.67
10.32
9.75
1.34
5.66
6.19
7.37
8.41
4.93
10.26
8.97
8.17
9.48
9.24
5.81
6.71
4.77
6.36
8.8
3.52
9.72
5.6
7.54
9.7
9.88
7.59
6.41
1.67
8.21
5.25
9.43
3.8
6.55
4.67
8.81
1.51
3.87
9.13
4.13
8.31
6.66
9.32
9.17
9.21
7.03
10.3
9.88
5.23
4.63
4.9
9.35
9.31
9.13
8.39
5.06
7.75
6.08
1.96
10.19
8.48
7.03
5.82
8.98
2.86
9.12
10.09
10.17
2.27
4.68
1.12
3.03
9.77
8.35
5.92
7.71
9.61
4.85
8.87
7.58
8.37
10.76
1.06
2.82
10.1
10.4
2.06
1.25
5.09
9.73
10.25
4.23
10.24
6.82
3.79
10.01
6.9
5.36
1.9
8.21
0.58
2.43
8.67
7.03
7.08
6.1
7.4
5.68
7.03
2.21
6.71
10.65
2.2
4.46
2.54
10.66
9.22
7.77
6.61
8.94
8.05
3.49
7.86
5.55
3.65
8.31
4.71
4.24
4.79
2.26
6.67
10.53
6.7
2.12
8.42
7.41
6.85
6.66
4.68
7.74
3.04
9.05
4.45
7.63
7.0
6.22
1.71
5.28
3.58
3.08
9.08
10.55
2.24
7.84
6.19
11.37
9.59
8.06
2.75
8.34
9.1
7.39
7.53
4.65
6.99
3.88
5.73
5.9
6.69
7.84
6.41
8.11
1.04
6.95
5.84
0.44
11.53
7.28
5.78
7.42
9.18
5.14
5.64
8.71
5.43
7.52
7.4
3.54
8.84
3.45
10.9
5.43
6.89
10.79
9.88
5.55
8.78
5.57
10.44
9.92
9.09
3.09
8.6
6.37
6.85
4.01
8.38
8.31
2.8
8.32
0.3
10.05
2.82
9.87
8.62
7.95
7.98
10.63
3.12
4.29
3.52
3.96
9.9
10.08
5.78
3.77
9.76
3.45
6.19
8.75
3.82
8.9
7.61
10.83
4.73
4.02
5.91
3.47
7.52
8.27
5.46
9.99
9.68
7.2
6.32
9.77
8.92
8.56
9.3
6.88
9.94
5.57
6.03
7.25
3.4
10.69
8.4
9.43
0.73
4.97
2.74
1.25
3.96
8.38
8.27
6.62
3.55
4.97
1.39
8.07
4.5
7.69
5.42
8.54
9.31
9.19
6.96
8.0
7.64
8.38
4.52
1.34
5.46
4.89
3.66
10.08
4.98
7.0
8.65
8.97
9.09
9.93
8.15
10.75
5.22
6.91
9.59
10.31
6.01
9.52
10.34
9.52
0.36
4.95
7.23
8.94
9.63
4.07
8.0
9.77
7.63
8.09
8.12
6.09
8.1
9.54
3.27
4.62
6.38
9.56
4.0
8.83
6.69
5.86
6.56
8.9
8.37
5.69
5.62
7.28
9.52
11.39
7.69
9.16
8.22
6.49
0.83
8.76
7.92
4.44
9.69
3.96
9.62
1.85
4.98
3.32
4.17
7.9
7.29
4.51
6.86
7.41
7.06
4.1
5.54
3.19
5.05
10.03
9.18
8.56
10.31
8.27
9.61
4.27
10.98
9.28
10.37
2.36
5.5
9.46
5.31
2.95
10.01
4.5
10.8
10.83
5.37
7.78
1.35
6.46
9.87
4.32
3.37
6.35
10.34
8.06
9.59
6.7
7.63
3.43
6.83
2.33
3.87
11.6
7.65
